"id","source","pmid","doi","title","authorString","journalTitle","pubYear","journalIssn","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","hasPDF","hasBook","hasSuppl","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","firstIndexDate","firstPublicationDate","pmcid","issue","journalVolume","versionNumber"
"38393725","MED","38393725","10.1001/jamanetworkopen.2024.0288","Severe COVID-19 in Vaccinated Adults With Hematologic Cancers in the Veterans Health Administration.","Anand ST, Vo AD, La J, Do NV, Fillmore NR, Brophy M, Branch-Elliman W, Monach PA.","JAMA Netw Open","2024","2574-3805","e240288","research-article; research support, u.s. gov't, non-p.h.s.; journal article","Y","Y","Y","N","N","Y",11,"Y","Y","N","Y","N","2024-02-24","2024-02-05","PMC10891464","2","7",NA
"35925072","MED","35925072","10.1007/s00108-022-01368-y","[The value of COVID-19 vaccination in the context of Long-COVID].","Bauernfeind S, Schmidt B.","Inn Med (Heidelb)","2022","2731-7080; 2731-7099; ","840-850","review-article; review; journal article","Y","Y","Y","Y","N","N",5,"Y","Y","N","Y","N","2022-08-05","2022-07-07","PMC9261894","8","63",NA
"39851689","MED","39851689","10.3390/e27010069","Reporting Standards for Bayesian Network Modelling.","Barons MJ, Hanea AM, Mascaro S, Woodberry O.","Entropy (Basel)","2025","1099-4300","69","research-article; journal article","Y","Y","Y","Y","N","N",0,"Y","Y","N","N","N","2025-01-25","2025-01-15","PMC11765109","1","27",NA
"39858169","MED","39858169","10.3390/ani15020167","A Prospective Study Investigating the Health Outcomes of Bitches Neutered Prepubertally or Post-Pubertally.","Moxon R, Freeman SL, Payne RM, Corr S, England GCW.","Animals (Basel)","2025","2076-2615","167","research-article; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2025-01-28","2025-01-10","PMC11758339","2","15",NA
"37984943","MED","37984943","10.1136/bmjopen-2023-073081","Impact of deintensifying hypoglycaemic drugs in older adults with type 2 diabetes: protocol for an emulation of a target trial.","Christiaens A, Simon-Tillaux N, Thompson W, Sinclair AJ, Henrard S, Boland BB, Slaouti-Jégou Y, Lekens B, Bonnet-Zamponi D, Tubach F, Zerah L.","BMJ Open","2023","2044-6055","e073081","clinical trial protocol; research support, non-u.s. gov't; research-article; journal article","Y","Y","Y","Y","N","Y",1,"Y","Y","N","Y","N","2023-11-22","2023-11-19","PMC10660441","11","13",NA
"37975172","MED","37975172","10.1080/0886022x.2023.2282707","Renal safety and survival among acutely ill hospitalized patients treated by blockers of the Renin-Angiotensin axis or loop diuretics: a single-center retrospective analysis.","Assaly M, Gorelik Y, Heyman SN, Abassi Z, Khamaisi M.","Ren Fail","2023","0886-022x; 1525-6049; ","2282707","research-article; journal article","Y","Y","Y","Y","N","N",1,"Y","Y","N","N","N","2023-11-17","2023-11-17","PMC11001312","2","45",NA
"38737773","MED","38737773","10.1016/j.lana.2024.100755","Effectiveness of the fourth dose of COVID-19 vaccines against severe COVID-19 among adults 40 years or older in Brazil: a population-based cohort study.","Lazar Neto F, Hitchings MDT, Amin AB, de França GVA, Lind ML, Scaramuzzini Torres MS, Tsuha DH, de Oliveira RD, Cummings DAT, Dean NE, Andrews JR, Ko AI, Croda J, Ranzani OT.","Lancet Reg Health Am","2024","2667-193x","100755","research-article; journal article","Y","Y","Y","Y","N","Y",1,"Y","Y","N","Y","N","2024-05-13","2024-05-03","PMC11087726",NA,"34",NA
"39202480","MED","39202480","10.3390/medicina60081198","Effects of Sodium-Glucose Cotransporter 2 Inhibitors in Diabetic and Non-Diabetic Patients with Advanced Chronic Kidney Disease in Peritoneal Dialysis on Residual Kidney Function: In Real-World Data.","Moral Berrio E, De La Flor JC, Arambarri Segura M, Rodríguez-Doyágüez P, Martínez Calero A, Zamora R, Cieza-Terrones M, Yuste-Lozano C, Sánchez de la Nieta García MD, Nieto Iglesias J, Vozmediano Poyatos C.","Medicina (Kaunas)","2024","1010-660x; 1648-9144; ","1198","research-article; journal article; observational study","Y","Y","Y","Y","N","N",1,"Y","Y","N","Y","Y","2024-09-01","2024-07-24","PMC11356563","8","60",NA
"PPR572494","PPR",NA,"10.1101/2022.11.09.22282065","Observational methods for COVID-19 vaccine effectiveness research: a trial emulation and empirical evaluation","Català M, Burn E, Rathod-Mistry T, Xie J, Delmestri A, Prieto-Alhambra D, Jödicke AM.",NA,"2022",NA,NA,"preprint","Y","Y","N","Y","N","Y",0,"N","Y","N","Y","N","2022-11-18","2022-11-17",NA,NA,NA,NA
"31591592","MED","31591592","10.1038/s41591-019-0597-x","Avoidable flaws in observational analyses: an application to statins and cancer.","Dickerman BA, García-Albéniz X, Logan RW, Denaxas S, Hernán MA.","Nat Med","2019","1078-8956; 1546-170x; ","1601-1606","research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural","N","Y","Y","Y","N","N",184,"Y","Y","N","Y","N","2019-10-09","2019-10-07","PMC7076561","10","25",NA
"27237061","MED","27237061","10.1016/j.jclinepi.2016.04.014","Specifying a target trial prevents immortal time bias and other self-inflicted injuries in observational analyses.","Hernán MA, Sauer BC, Hernández-Díaz S, Platt R, Shrier I.","J Clin Epidemiol","2016","0895-4356; 1878-5921; ","70-75","research-article; review; journal article; research support, n.i.h., extramural","N","Y","Y","Y","N","N",516,"Y","Y","N","Y","N","2016-05-31","2016-05-27","PMC5124536",NA,"79",NA
"33871615","MED","33871615","10.1001/jamanetworkopen.2021.6673","Association of Postoperative Infections After Fractures With Long-term Income Among Adults.","O'Hara NN, Mullins CD, Slobogean GP, Harris AD, Kringos DS, Klazinga NS.","JAMA Netw Open","2021","2574-3805","e216673","research support, u.s. gov't, p.h.s.; research-article; journal article","Y","Y","Y","N","N","Y",13,"Y","Y","N","Y","N","2021-04-20","2021-04-01","PMC8056283","4","4",NA
"34296443","MED","34296443","10.5694/mja2.51182","Effectiveness of COVID-19 vaccines: findings from real world studies.","Henry DA, Jones MA, Stehlik P, Glasziou PP.","Med J Aust","2021","0025-729x; 1326-5377; ","149-151.e1","comparative study; research-article; review; journal article","Y","Y","Y","Y","N","N",46,"Y","Y","N","Y","N","2021-07-24","2021-07-22","PMC8447391","4","215",NA
"38253482","MED","38253482","10.1136/gutjnl-2023-330962","Glucagon-like peptide-1 receptor agonists and risk of major adverse liver outcomes in patients with chronic liver disease and type 2 diabetes.","Wester A, Shang Y, Toresson Grip E, Matthews AA, Hagström H.","Gut","2024","0017-5749; 1468-3288; ","835-843","research support, non-u.s. gov't; research-article; journal article","Y","Y","Y","Y","N","N",26,"Y","Y","N","Y","Y","2024-01-23","2024-04-05","PMC11041618","5","73",NA
"36833652","MED","36833652","10.3390/ijerph20042955","Provision of Dental Care to Indigenous South Australians and Impacts on Improved General Health: Study Protocol.","Jamieson L, Hedges J, Dodd Z, Larkins P, Zbierski C, Nath S, Kapellas K, Ju X.","Int J Environ Res Public Health","2023","1661-7827; 1660-4601; ","2955","research support, non-u.s. gov't; research-article; journal article","Y","Y","Y","Y","N","N",0,"Y","Y","N","N","N","2023-02-26","2023-02-08","PMC9957074","4","20",NA
"39327387","MED","39327387","10.1007/s40264-024-01474-w","An Integrated Approach for Representing Knowledge on the Potential of Drugs to Cause Acute Kidney Injury.","Fernández-Llaneza D, Vos RMP, Lieverse JE, Gosselt HR, Kane-Gill SL, van Gelder T, Klopotowska JE, LEAPfROG Consortium.","Drug Saf","2025","0114-5916; 1179-1942; ","43-58","research-article; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2024-09-27","2024-09-26","PMC11711143","1","48",NA
"34809637","MED","34809637","10.1186/s12916-021-02151-w","Risk of bias in observational studies using routinely collected data of comparative effectiveness research: a meta-research study.","Nguyen VT, Engleton M, Davison M, Ravaud P, Porcher R, Boutron I.","BMC Med","2021","1741-7015","279","research-article; journal article","Y","Y","Y","Y","N","Y",32,"Y","Y","N","Y","N","2021-11-30","2021-11-23","PMC8608432","1","19",NA
"35048945","MED","35048945","10.1093/humrep/deac005","Emulating a target trial of the comparative effectiveness of clomiphene citrate and letrozole for ovulation induction.","Yland JJ, Chiu YH, Rinaudo P, Hsu J, Hernán MA, Hernández-Díaz S.","Hum Reprod","2022","0268-1161; 1460-2350; ","793-805","research-article; journal article; research support, n.i.h., extramural","N","Y","Y","Y","N","Y",10,"Y","Y","N","Y","N","2022-01-24","2022-04-01","PMC8971650","4","37",NA
"39927106","MED","39927106","10.1016/j.eclinm.2025.103076","Perinatal mortality and other severe adverse outcomes following planned birth at 39 weeks versus expectant management in low-risk women: a population based cohort study.","Crawford K, Carlo WA, Odibo A, Papageorghiou A, Tarnow-Mordi W, Kumar S.","EClinicalMedicine","2025","2589-5370","103076","research-article; journal article","Y","Y","Y","Y","N","Y",1,"Y","Y","N","Y","N","2025-02-10","2025-01-25","PMC11803212",NA,"80",NA
"37343999","MED","37343999","10.1136/bmj-2023-075355","Association between surgeon volume and patient outcomes after elective shoulder replacement surgery using data from the National Joint Registry and Hospital Episode Statistics for England: population based cohort study.","Valsamis EM, Collins GS, Pinedo-Villanueva R, Whitehouse MR, Rangan A, Sayers A, Rees JL.","BMJ","2023","0959-8138; 1756-1833; ","e075355","research-article; journal article","Y","Y","Y","N","N","Y",11,"Y","Y","N","Y","N","2023-06-22","2023-06-21","PMC10283034",NA,"381",NA
"38633552","MED","38633552","10.36519/idcm.2023.251","COVID-19: An Update on Epidemiology, Prevention and Treatment, September-2023.","Şimşek-Yavuz S.","Infect Dis Clin Microbiol","2023","2667-646x","165-187","review-article; review; journal article","Y","Y","Y","Y","N","N",1,"Y","Y","N","Y","N","2024-04-19","2023-09-30","PMC10986731","3","5",NA
"37943558","MED","37943558","10.1001/jamanetworkopen.2023.42264","Frailty, Home Time, and Health Care Costs in Older Adults With Atrial Fibrillation Receiving Oral Anticoagulants.","Lin KJ, Singer DE, Ko D, Glynn R, Najafzadeh M, Lee SB, Bessette LG, Cervone A, DiCesare E, Kim DH.","JAMA Netw Open","2023","2574-3805","e2342264","research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural","Y","Y","Y","N","N","Y",6,"Y","Y","N","Y","N","2023-11-10","2023-11-01","PMC10636636","11","6",NA
"39197881","MED","39197881","10.1136/bmj-2024-079475","Risk of dementia after initiation of sodium-glucose cotransporter-2 inhibitors versus dipeptidyl peptidase-4 inhibitors in adults aged 40-69 years with type 2 diabetes: population based cohort study.","Shin A, Koo BK, Lee JY, Kang EH.","BMJ","2024","0959-8138; 1756-1833; ","e079475","comparative study; research-article; journal article","Y","Y","Y","N","N","Y",12,"Y","Y","N","Y","N","2024-09-01","2024-08-28","PMC11350613",NA,"386",NA
"35513758","MED","35513758","10.1007/s11255-022-03208-2","Dialysis or kidney transplantation in older adults? A systematic review summarizing functional, psychological, and quality of life-related outcomes after start of kidney replacement therapy.","Schoot TS, Goto NA, van Marum RJ, Hilbrands LB, Kerckhoffs APM.","Int Urol Nephrol","2022","0301-1623; 1573-2584; ","2891-2900","systematic review; review-article; journal article","Y","Y","Y","Y","N","Y",11,"Y","Y","N","Y","N","2022-05-07","2022-05-06","PMC9534800","11","54",NA
"37876229","MED","37876229","10.1681/asn.0000000000000248","Effect of SGLT2 Inhibitors on Discontinuation of Renin-angiotensin System Blockade: A Joint Analysis of the CREDENCE and DAPA-CKD Trials.","Fletcher RA, Jongs N, Chertow GM, McMurray JJV, Arnott C, Jardine MJ, Mahaffey KW, Perkovic V, Rockenschaub P, Rossing P, Correa-Rotter R, Toto RD, Vaduganathan M, Wheeler DC, Heerspink HJL, Neuen BL.","J Am Soc Nephrol","2023","1046-6673; 1533-3450; ","1965-1975","meta-analysis; review-article; journal article","N","Y","Y","N","N","N",13,"Y","Y","N","Y","Y","2023-10-25","2023-10-25","PMC10703073","12","34",NA
"36898680","MED","36898680","10.1177/01632787231164489","Effect of Seclusion on Mental Health Status in Hospitalized Psychiatric Populations: A Trial Emulation using Observational Data.","Baggio S, Kaiser S, Wullschleger A.","Eval Health Prof","2024","0163-2787; 1552-3918; ","3-10","research-article; journal article","Y","Y","Y","Y","N","Y",2,"Y","Y","N","Y","N","2023-03-12","2023-03-10","PMC10858627","1","47",NA
"38425722","MED","38425722","10.23889/ijpds.v8i6.2170","Data resource profile: COVid VAXines effects on the aged (COVVAXAGE).","Hayes KN, Harris DA, Zullo AR, Djibo DA, Smith-Ray RL, Taitel MS, Singh TG, McMahill-Walraven C, Chachlani P, Wen KJ, McCarthy EP, Gravenstein S, McCurdy S, Baird KE, Moran D, Fenson D, Deng Y, Mor V.","Int J Popul Data Sci","2023","2399-4908","2170","research-article; journal article","Y","Y","Y","Y","N","Y",3,"Y","Y","N","Y","N","2024-03-01","2023-10-16","PMC10900297","6","8",NA
"39731030","MED","39731030","10.1186/s12874-024-02428-7","The necessity of validity diagnostics when drawing causal inferences from observational data: lessons from a multi-database evaluation of the risk of non-infectious uveitis among patients exposed to Remicade<sup>®</sup>.","Weaver J, Voss EA, Cafri G, Beyrau K, Nashleanas M, Suruki R.","BMC Med Res Methodol","2024","1471-2288","322","research-article; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2024-12-29","2024-12-27","PMC11681708","1","24",NA
"33247419","MED","33247419","10.1007/s10654-020-00694-5","Hypothetical blood-pressure-lowering interventions and risk of stroke and dementia.","Rojas-Saunero LP, Hilal S, Murray EJ, Logan RW, Ikram MA, Swanson SA.","Eur J Epidemiol","2021","0393-2990; 1573-7284; ","69-79","research-article; journal article","Y","Y","Y","Y","N","Y",22,"Y","Y","N","Y","N","2020-11-29","2020-11-27","PMC7847439","1","36",NA
"37178273","MED","37178273","10.1007/s40801-023-00371-5","Strategies to Address Current Challenges in Real-World Evidence Generation in Japan.","Laurent T, Lambrelli D, Wakabayashi R, Hirano T, Kuwatsuru R.","Drugs Real World Outcomes","2023","2199-1154; 2198-9788; ","167-176","review-article; review; journal article","Y","Y","Y","Y","N","N",5,"Y","Y","N","Y","N","2023-05-14","2023-05-13","PMC10182751","2","10",NA
"37782497","MED","37782497","10.1001/jamanetworkopen.2023.36613","Second-Line Pharmaceutical Treatments for Patients with Type 2 Diabetes.","Vashisht R, Patel A, Dahm L, Han C, Medders KE, Mowers R, Byington CL, Koliwad SK, Butte AJ.","JAMA Netw Open","2023","2574-3805","e2336613","research support, u.s. gov't, p.h.s.; research support, non-u.s. gov't; research-article; multicenter study; journal article; research support, n.i.h., extramural","Y","Y","Y","N","N","Y",9,"Y","Y","N","Y","N","2023-10-03","2023-10-02","PMC10546239","10","6",NA
"35493764","MED","35493764","10.1016/j.jhepr.2022.100478","Deprescribing zolpidem reduces falls and fractures in patients with cirrhosis.","Tapper EB, Zhao Z, Winder GS, Parikh ND.","JHEP Rep","2022","2589-5559","100478","research-article; journal article","Y","Y","Y","Y","N","Y",10,"Y","Y","N","Y","N","2022-05-03","2022-03-25","PMC9052149","6","4",NA
"39075557","MED","39075557","10.1186/s40364-024-00619-4","Blood and urine biomarkers of disease progression in IgA nephropathy.","Duan ZY, Zhang C, Chen XM, Cai GY.","Biomark Res","2024","2050-7771","72","review-article; review; journal article","Y","Y","Y","Y","N","N",1,"Y","Y","N","N","Y","2024-07-30","2024-07-29","PMC11287988","1","12",NA
"32989456","MED","32989456","10.1093/ije/dyaa144","Emulating a target trial in case-control designs: an application to statins and colorectal cancer.","Dickerman BA, García-Albéniz X, Logan RW, Denaxas S, Hernán MA.","Int J Epidemiol","2020","0300-5771; 1464-3685; ","1637-1646","research-article; randomized controlled trial; journal article; research support, n.i.h., extramural","N","Y","Y","Y","N","Y",28,"Y","Y","N","Y","N","2020-10-11","2020-10-01","PMC7746409","5","49",NA
"37721752","MED","37721752","10.1001/jamanetworkopen.2023.34266","Pediatric vs Adult or Mixed Trauma Centers in Children Admitted to Hospitals Following Trauma: A Systematic Review and Meta-Analysis.","Moore L, Freire G, Turgeon AF, Bérubé M, Boukar KM, Tardif PA, Stelfox HT, Beno S, Lauzier F, Beaudin M, Zemek R, Gagnon IJ, Beaulieu E, Weiss MJ, Carsen S, Gabbe B, Stang A, Ben Abdeljelil A, Gnanvi E, Yanchar N.","JAMA Netw Open","2023","2574-3805","e2334266","meta-analysis; research support, non-u.s. gov't; research-article; systematic review; journal article","Y","Y","Y","N","N","Y",11,"Y","Y","N","Y","N","2023-09-19","2023-09-05","PMC10507486","9","6",NA
"34210348","MED","34210348","10.1186/s41927-021-00192-5","Innovative trial approaches in immune-mediated inflammatory diseases: current use and future potential.","Grayling MJ, Bigirumurame T, Cherlin S, Ouma L, Zheng H, Wason JMS.","BMC Rheumatol","2021","2520-1026","21","research-article; journal article","Y","Y","Y","Y","N","Y",10,"Y","Y","N","Y","Y","2021-07-03","2021-07-02","PMC8252241","1","5",NA
"36572369","MED","36572369","10.1016/j.jclinepi.2022.12.013","No short-term mortality from benzodiazepine use post-acute ischemic stroke after accounting for bias.","Moura LMVR, Yan Z, Donahue MA, Smith LH, Schwamm LH, Hsu J, Newhouse JP, Haneuse S, Blacker D, Hernandez-Diaz S.","J Clin Epidemiol","2023","0895-4356; 1878-5921; ","136-145","research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural","N","Y","Y","Y","N","Y",5,"Y","Y","N","Y","Y","2022-12-28","2022-12-23","PMC10033385",NA,"154",NA
"37589143","MED","37589143","10.1177/17407745231193137","Assessing the use of observational methods and real-world data to emulate ongoing randomized controlled trials.","Wallach JD, Deng Y, Polley EC, Dhruva SS, Herrin J, Quinto K, Gandotra C, Crown W, Noseworthy P, Yao X, Jeffery MM, Lyon TD, Ross JS, McCoy RG.","Clin Trials","2023","1740-7745; 1740-7753; ","689-698","comparative study; research-article; research support, u.s. gov't, non-p.h.s.; journal article","N","Y","Y","Y","N","Y",5,"Y","Y","N","Y","N","2023-08-19","2023-08-17","PMC10843567","6","20",NA
"36481735","MED","36481735","10.1159/000526982","Cardiovascular Diseases, Medications, and ALS: A Population-Based Case-Control Study.","Abdel Magid HS, Topol B, McGuire V, Hinman JA, Kasarskis EJ, Nelson LM.","Neuroepidemiology","2022","0251-5350; 1423-0208; ","423-432","research support, non-u.s. gov't; research-article; journal article","Y","Y","Y","N","N","Y",4,"Y","Y","N","Y","N","2022-12-10","2022-12-08","PMC9986836","6","56",NA
"37542226","MED","37542226","10.1186/s12877-023-04194-5","Deprescribing research in nursing home residents using routinely collected healthcare data: a conceptual framework.","Thorpe C, Niznik J, Li A.","BMC Geriatr","2023","1471-2318","469","research support, non-u.s. gov't; research-article; review; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural","Y","Y","Y","Y","N","Y",7,"Y","Y","N","Y","N","2023-08-06","2023-08-04","PMC10401751","1","23",NA
"38268520","MED","38268520","10.1016/j.rpth.2023.102295","Effects of antiplatelet therapy on menstrual blood loss in reproductive-aged women: a systematic review.","Kempers EK, van der Zande JA, Janssen PM, Cornette JMJ, Roos-Hesselink JW, Kruip MJHA.","Res Pract Thromb Haemost","2024","2475-0379","102295","research-article; journal article","Y","Y","Y","Y","N","Y",2,"Y","Y","N","Y","N","2024-01-25","2023-12-09","PMC10805676","1","8",NA
"36176312","MED","36176312","10.1016/j.eclinm.2022.101628","Estimating the effect of donor sex on red blood cell transfused patient mortality: A retrospective cohort study using a targeted learning and emulated trials-based approach.","Bruun-Rasmussen P, Andersen PK, Banasik K, Brunak S, Johansson PI.","EClinicalMedicine","2022","2589-5370","101628","research-article; journal article","Y","Y","Y","Y","N","Y",9,"Y","Y","N","Y","N","2022-09-30","2022-08-27","PMC9513555",NA,"51",NA
"PPR535898","PPR",NA,"10.1101/2022.08.23.22279120","Design and Analysis of Outcomes following SARS-CoV-2 Infection in Veterans","Smith VA, Berkowitz TSZ, Hebert P, Wong ES, Niederhausen M, Pura JA, Berry K, Green P, Korpak A, Fox A, Baraff A, Hickok A, Shahoumian TA, Bohnert AS, Hynes D, Boyko EJ, Ioannou GN, Iwashyna TJ, Bowling CB, O’Hare AM, Maciejewski ML.",NA,"2022",NA,NA,"preprint","Y","Y","N","Y","N","Y",0,"N","Y","N","Y","N","2022-08-26","2022-08-24",NA,NA,NA,NA
"37487215","MED","37487215","10.7326/m23-0724","Comparative Effectiveness of Sodium-Glucose Cotransporter-2 Inhibitors for Recurrent Gout Flares and Gout-Primary Emergency Department Visits and Hospitalizations : A General Population Cohort Study.","McCormick N, Yokose C, Wei J, Lu N, Wexler DJ, Aviña-Zubieta JA, De Vera MA, Zhang Y, Choi HK.","Ann Intern Med","2023","0003-4819; 1539-3704; ","1067-1080","comparative study; research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural","N","Y","Y","Y","N","Y",21,"Y","Y","N","Y","N","2023-07-24","2023-07-25","PMC11921103","8","176",NA
"35629081","MED","35629081","10.3390/jpm12050658","Effectiveness of Statins for Primary Prevention of Cardiovascular Disease in Low- and Medium-Risk Males: A Causal Inference Approach with Observational Data.","Chaure-Pardos A, Aguilar-Palacio I, Rabanaque MJ, Lallana MJ, Maldonado L, Castel-Feced S, Librero J, Casasnovas JA, Malo S.","J Pers Med","2022","2075-4426","658","research-article; journal article","Y","Y","Y","Y","N","Y",2,"Y","Y","N","Y","N","2022-05-28","2022-04-20","PMC9146525","5","12",NA
"36710474","MED","36710474","10.1111/add.16147","Comprehensive needle and syringe program and opioid agonist therapy reduce HIV and hepatitis c virus acquisition among people who inject drugs in different settings: A pooled analysis of emulated trials.","van Santen DK, Lodi S, Dietze P, van den Boom W, Hayashi K, Dong H, Cui Z, Maher L, Hickman M, Boyd A, Prins M.","Addiction","2023","0965-2140; 1360-0443; ","1116-1126","meta-analysis; research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural","N","Y","Y","Y","N","Y",8,"Y","Y","N","Y","N","2023-01-31","2023-02-13","PMC10175130","6","118",NA
"38045998","MED","38045998","10.1093/ckj/sfad160","Acute kidney injury associated with nephrotoxic drugs in critically ill patients: a multicenter cohort study using electronic health record data.","Yasrebi-de Kom IAR, Dongelmans DA, Abu-Hanna A, Schut MC, de Lange DW, van Roon EN, de Jonge E, Bouman CSC, de Keizer NF, Jager KJ, Klopotowska JE, RESCUE Study Group .","Clin Kidney J","2023","2048-8505; 2048-8513; ","2549-2558","research-article; journal article","Y","Y","Y","Y","N","Y",9,"Y","Y","N","Y","N","2023-12-04","2023-07-05","PMC10689186","12","16",NA
"38235979","MED","38235979","10.1128/cmr.00101-22","<i>Pneumocystis jirovecii</i> pneumonia in people living with HIV: a review.","McDonald EG, Afshar A, Assiri B, Boyles T, Hsu JM, Khuong N, Prosty C, So M, Sohani ZN, Butler-Laporte G, Lee TC.","Clin Microbiol Rev","2024","0893-8512; 1098-6618; ","e0010122","review-article; review; journal article","N","Y","Y","Y","N","N",11,"Y","Y","N","Y","N","2024-01-19","2024-01-18","PMC10938896","1","37",NA
"37021164","MED","37021164","10.1177/23969873221149464","Adjusted horizontal stacked bar graphs (""Grotta bars"") for consistent presentation of observational stroke study results.","Rohmann JL, Huerta-Gutierrez R, Audebert HJ, Kurth T, Piccininni M.","Eur Stroke J","2023","2396-9873; 2396-9881; ","370-379","research support, non-u.s. gov't; research-article; journal article","N","Y","Y","Y","N","N",2,"Y","Y","N","Y","Y","2023-04-07","2023-01-13","PMC10069225","1","8",NA
"36633465","MED","36633465","10.1097/hc9.0000000000000013","Effects of statins and aspirin on HCC risk in alcohol-related cirrhosis: nationwide emulated trials.","Kraglund F, Christensen DH, Eiset AH, Villadsen GE, Villadsen GE, West J, Jepsen P.","Hepatol Commun","2023","2471-254x","e0013","research support, non-u.s. gov't; research-article; journal article","Y","Y","Y","Y","N","N",12,"Y","Y","N","Y","N","2023-01-13","2023-01-03","PMC9827970","1","7",NA
"36802336","MED","36802336","10.1164/rccm.202211-2125oc","Effectiveness of Bedaquiline Use beyond Six Months in Patients with Multidrug-Resistant Tuberculosis.","Trevisi L, Hernán MA, Mitnick CD, Khan U, Seung KJ, Rich ML, Bastard M, Huerga H, Melikyan N, Atwood SA, Avaliani Z, Llanos F, Manzur-Ul-Alam M, Zarli K, Binegdie AB, Adnan S, Melikyan A, Gelin A, Isani AK, Vetushko D, Daugarina Z, Nkundanyirazo P, Putri FA, Vilbrun C, Khan M, Hewison C, Khan PY, Franke MF.","Am J Respir Crit Care Med","2023","1073-449x; 1535-4970; ","1525-1532","clinical trial; research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural","Y","Y","Y","Y","N","N",9,"Y","Y","N","Y","N","2023-02-22","2023-06-01","PMC10263131","11","207",NA
"36455249","MED","36455249","10.1097/ede.0000000000001549","Handgun Divestment and Risk of Suicide.","Swanson SA, Studdert DM, Zhang Y, Prince L, Miller M.","Epidemiology","2023","1044-3983; 1531-5487; ","99-106","research support, non-u.s. gov't; research-article; journal article","Y","Y","Y","Y","N","Y",9,"Y","Y","N","Y","N","2022-12-02","2022-09-21","PMC9719800","1","34",NA
"40226782","MED","40226782","10.1016/j.lanwpc.2024.101242","Incretin-based drugs and the risk of gallbladder or biliary tract diseases among patients with type 2 diabetes across categories of body mass index: a nationwide cohort study.","Ko HY, Bea S, Yoon D, Hong B, Bae JH, Cho YM, Shin JY.","Lancet Reg Health West Pac","2025","2666-6065","101242","research-article; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2025-04-14","2025-03-10","PMC11992583",NA,"56",NA
"33196049","MED","33196049","10.1097/cce.0000000000000267","Bleeding, Thromboembolism, and Clinical Outcomes in Venovenous Extracorporeal Membrane Oxygenation.","Stokes JW, Gannon WD, Sherrill WH, Armistead LB, Bacchetta M, Rice TW, Semler MW, Casey JD.","Crit Care Explor","2020","2639-8028","e0267","brief-report; journal article","Y","Y","Y","Y","N","N",14,"Y","Y","N","Y","N","2020-11-17","2020-11-09","PMC7655084","11","2",NA
"37229594","MED","37229594","10.1093/cid/ciad317","Treatment Outcomes After Offering Same-Day Initiation of Human Immunodeficiency Virus Treatment-How to Interpret Discrepancies Between Different Studies.","Labhardt ND, Brown JA, Sass N, Ford N, Rosen S.","Clin Infect Dis","2023","1058-4838; 1537-6591; ","1176-1184","research support, non-u.s. gov't; review-article; journal article","Y","Y","Y","Y","N","Y",7,"Y","Y","N","Y","N","2023-05-26","2023-10-01","PMC10573746","8","77",NA
"PPR447158","PPR",NA,"10.1101/2022.01.25.22269843","Effectiveness of a SARS-CoV-2 mRNA vaccine booster dose for prevention of infection, hospitalization or death in two nation-wide nursing home systems","McConeghy KW, Bardenheier B, Huang AW, White EM, Feifer RA, Blackman C, Santostefano CM, Lee Y, DeVone F, Halladay CW, Rudolph JL, Zullo AR, Mor V, Gravenstein S.",NA,"2022",NA,NA,"preprint","Y","Y","N","Y","N","Y",0,"N","Y","N","Y","N","2022-01-29","2022-01-28",NA,NA,NA,NA
"PPR658255","PPR",NA,"10.2139/ssrn.4444431","Real-Life Comparison of Mortality in Non-Hospitalised Patients with SARS-CoV-2 Infection at Risk for Clinical Progression Treated with Molnupiravir or Nirmatrevir Plus Ritonavir During the Omicron Era in Italy: A Nationwide, Observational Study","Torti C, Olimpieri PP, Bonfanti P, Tascini C, Celant S, Tacconi D, Nicastri E, Tacconelli E, Cacopardo B, Perrella A, Buccoliero GB, Parruti G, Bassetti M, Biagetti C, Giacometti A, Erne EM, Frontuto M, Lanzafame M, Valentina S, Spagnoli A, Vestri A, Perri GD, Russo P, Palù G.",NA,"2023",NA,NA,"preprint","N","N","N","N","N","N",0,"N","Y","N","N","N","2023-05-12","2023-05-10",NA,NA,NA,NA
